"","ParameterLabel","Phenotype","Subset","Iteration","LearningRate","BoostRounds","Metric","Value"
"141","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,1,0.0025,100,"R_squared",-0.0623793620473749
"142","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,2,0.0025,100,"R_squared",-0.0608346833296718
"143","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,3,0.0025,100,"R_squared",-0.062760480367845
"144","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,4,0.0025,100,"R_squared",-0.0622552289551725
"145","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,5,0.0025,100,"R_squared",-0.0619248742185556
"146","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,6,0.0025,100,"R_squared",-0.0645625335286646
"147","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,7,0.0025,100,"R_squared",-0.062653615267122
"148","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,8,0.0025,100,"R_squared",-0.0612843791511501
"149","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,9,0.0025,100,"R_squared",-0.0611652331505628
"150","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,10,0.0025,100,"R_squared",-0.0631336912073601
"151","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,1,0.0025,100,"MSE",112.863013978707
"152","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,2,0.0025,100,"MSE",113.113111252002
"153","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,3,0.0025,100,"MSE",112.674234974566
"154","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,4,0.0025,100,"MSE",113.03220427681
"155","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,5,0.0025,100,"MSE",113.18531917736
"156","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,6,0.0025,100,"MSE",112.679387305149
"157","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,7,0.0025,100,"MSE",112.674453233545
"158","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,8,0.0025,100,"MSE",112.986570386212
"159","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,9,0.0025,100,"MSE",112.98632388061
"160","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,10,0.0025,100,"MSE",112.925373882868
"161","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,1,0.0025,100,"MSE",108.861492927208
"162","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,2,0.0025,100,"MSE",108.858724997984
"163","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,3,0.0025,100,"MSE",108.79076140598
"164","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,4,0.0025,100,"MSE",109.071874375633
"165","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,5,0.0025,100,"MSE",108.865516082482
"166","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,6,0.0025,100,"MSE",108.83949766671
"167","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,7,0.0025,100,"MSE",109.32247361767
"168","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,8,0.0025,100,"MSE",108.763664878245
"169","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,9,0.0025,100,"MSE",108.702903672957
"170","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,10,0.0025,100,"MSE",108.963505029212
"171","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,1,0.0025,100,"MSE",114.890818878385
"172","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,2,0.0025,100,"MSE",115.25442343419
"173","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,3,0.0025,100,"MSE",114.619725913771
"174","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,4,0.0025,100,"MSE",115.029933378376
"175","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,5,0.0025,100,"MSE",114.87335072313
"176","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,6,0.0025,100,"MSE",114.687548535889
"177","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,7,0.0025,100,"MSE",115.251408207648
"178","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,8,0.0025,100,"MSE",114.863862915746
"179","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,9,0.0025,100,"MSE",114.765194054469
"180","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,10,0.0025,100,"MSE",114.771955479524
"181","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,1,0.0025,100,"MSE",120.633456086355
"182","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,2,0.0025,100,"MSE",120.854162887846
"183","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,3,0.0025,100,"MSE",120.973852936283
"184","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,4,0.0025,100,"MSE",120.928965393285
"185","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,5,0.0025,100,"MSE",120.927100878925
"186","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,6,0.0025,100,"MSE",120.870657227841
"187","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,7,0.0025,100,"MSE",120.518472435736
"188","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,8,0.0025,100,"MSE",120.594250271451
"189","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,9,0.0025,100,"MSE",120.827341325565
"190","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,10,0.0025,100,"MSE",120.956928202986
"191","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,1,0.0025,100,"MSE",104.166786524204
"192","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,2,0.0025,100,"MSE",104.015330063373
"193","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,3,0.0025,100,"MSE",104.204155351336
"194","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,4,0.0025,100,"MSE",104.154615217251
"195","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,5,0.0025,100,"MSE",104.122223782933
"196","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,6,0.0025,100,"MSE",104.380847495041
"197","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,7,0.0025,100,"MSE",104.193677178913
"198","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,8,0.0025,100,"MSE",104.059422946114
"199","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,9,0.0025,100,"MSE",104.047740625794
"200","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,10,0.0025,100,"MSE",104.240748846312
"201","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,1,0.0025,100,"Sensitivity",0
"202","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,1,0.0025,100,"Specificity",1
"203","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,1,0.0025,100,"AUC",0.327567567567568
"204","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,2,0.0025,100,"Sensitivity",0
"205","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,2,0.0025,100,"Specificity",1
"206","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,2,0.0025,100,"AUC",0.359459459459459
"207","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,3,0.0025,100,"Sensitivity",0
"208","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,3,0.0025,100,"Specificity",1
"209","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,3,0.0025,100,"AUC",0.323783783783784
"210","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,4,0.0025,100,"Sensitivity",0
"211","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,4,0.0025,100,"Specificity",1
"212","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,4,0.0025,100,"AUC",0.335135135135135
"213","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,5,0.0025,100,"Sensitivity",0
"214","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,5,0.0025,100,"Specificity",1
"215","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,5,0.0025,100,"AUC",0.344324324324324
"216","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,6,0.0025,100,"Sensitivity",0
"217","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,6,0.0025,100,"Specificity",1
"218","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,6,0.0025,100,"AUC",0.337297297297297
"219","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,7,0.0025,100,"Sensitivity",0
"220","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,7,0.0025,100,"Specificity",1
"221","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,7,0.0025,100,"AUC",0.307297297297297
"222","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,8,0.0025,100,"Sensitivity",0
"223","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,8,0.0025,100,"Specificity",1
"224","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,8,0.0025,100,"AUC",0.359459459459459
"225","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,9,0.0025,100,"Sensitivity",0
"226","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,9,0.0025,100,"Specificity",1
"227","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,9,0.0025,100,"AUC",0.311891891891892
"228","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,10,0.0025,100,"Sensitivity",0
"229","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,10,0.0025,100,"Specificity",1
"230","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,10,0.0025,100,"AUC",0.345405405405405
"231","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,1,0.0025,100,"Sensitivity",0
"232","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,1,0.0025,100,"Specificity",1
"233","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,1,0.0025,100,"AUC",0.303513513513514
"234","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,2,0.0025,100,"Sensitivity",0
"235","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,2,0.0025,100,"Specificity",1
"236","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,2,0.0025,100,"AUC",0.289189189189189
"237","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,3,0.0025,100,"Sensitivity",0
"238","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,3,0.0025,100,"Specificity",1
"239","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,3,0.0025,100,"AUC",0.301081081081081
"240","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,4,0.0025,100,"Sensitivity",0
"241","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,4,0.0025,100,"Specificity",1
"242","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,4,0.0025,100,"AUC",0.319459459459459
"243","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,5,0.0025,100,"Sensitivity",0
"244","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,5,0.0025,100,"Specificity",1
"245","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,5,0.0025,100,"AUC",0.306756756756757
