"","ParameterLabel","Phenotype","Subset","Iteration","LearningRate","BoostRounds","Metric","Value"
"206","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,2,0.0025,100,"AUC",0.441621621621622
"207","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,3,0.0025,100,"Sensitivity",0
"208","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,3,0.0025,100,"Specificity",1
"209","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,3,0.0025,100,"AUC",0.485945945945946
"210","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,4,0.0025,100,"Sensitivity",0
"211","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,4,0.0025,100,"Specificity",1
"212","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,4,0.0025,100,"AUC",0.433513513513514
"213","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,5,0.0025,100,"Sensitivity",0
"214","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,5,0.0025,100,"Specificity",1
"215","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,5,0.0025,100,"AUC",0.488108108108108
"216","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,6,0.0025,100,"Sensitivity",0
"217","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,6,0.0025,100,"Specificity",1
"218","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,6,0.0025,100,"AUC",0.494054054054054
"219","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,7,0.0025,100,"Sensitivity",0
"220","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,7,0.0025,100,"Specificity",1
"221","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,7,0.0025,100,"AUC",0.484324324324324
"222","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,8,0.0025,100,"Sensitivity",0
"223","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,8,0.0025,100,"Specificity",1
"224","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,8,0.0025,100,"AUC",0.508648648648649
